Frame_ID,Timestamp,Class,Confidence,x1,y1,x2,y2
72,2026-01-05 11:15:59,car,0.7878696322441101,436,324,522,465
72,2026-01-05 11:15:59,car,0.6937673091888428,141,57,163,84
72,2026-01-05 11:15:59,car,0.6476679444313049,0,355,70,479
73,2026-01-05 11:15:59,car,0.6946109533309937,432,331,518,476
73,2026-01-05 11:15:59,car,0.6759108304977417,141,57,163,84
73,2026-01-05 11:15:59,car,0.5783900618553162,162,118,192,156
73,2026-01-05 11:15:59,car,0.5421267747879028,302,266,354,376
73,2026-01-05 11:15:59,car,0.5405997633934021,205,51,223,74
74,2026-01-05 11:15:59,car,0.6745762228965759,428,338,516,479
74,2026-01-05 11:15:59,car,0.664118766784668,141,57,163,84
74,2026-01-05 11:15:59,car,0.5071484446525574,302,267,354,379
75,2026-01-05 11:16:00,car,0.6656129360198975,141,57,163,84
75,2026-01-05 11:16:00,car,0.6492790579795837,424,345,512,480
75,2026-01-05 11:16:00,car,0.50020831823349,303,269,354,382
76,2026-01-05 11:16:00,car,0.6603398323059082,141,57,163,84
76,2026-01-05 11:16:00,car,0.5931557416915894,302,270,355,385
76,2026-01-05 11:16:00,car,0.5678199529647827,206,55,223,78
76,2026-01-05 11:16:00,car,0.531501054763794,421,352,509,479
77,2026-01-05 11:16:00,car,0.7391829490661621,419,361,507,479
77,2026-01-05 11:16:00,car,0.6921519637107849,141,58,163,84
77,2026-01-05 11:16:00,car,0.6218222379684448,303,273,355,388
77,2026-01-05 11:16:00,car,0.5877634286880493,205,56,224,79
77,2026-01-05 11:16:00,car,0.5517462491989136,156,134,186,172
78,2026-01-05 11:16:00,car,0.7001839280128479,141,57,163,84
78,2026-01-05 11:16:00,car,0.5714215636253357,417,369,503,479
78,2026-01-05 11:16:00,car,0.547191321849823,303,274,356,391
78,2026-01-05 11:16:00,car,0.5195283889770508,205,57,224,81
79,2026-01-05 11:16:00,car,0.6886757612228394,141,58,163,85
79,2026-01-05 11:16:00,car,0.6375011801719666,303,276,356,394
79,2026-01-05 11:16:00,car,0.5560129284858704,414,378,500,479
79,2026-01-05 11:16:00,car,0.549120306968689,205,58,224,82
80,2026-01-05 11:16:00,car,0.6454095244407654,141,58,163,85
80,2026-01-05 11:16:00,car,0.6015434861183167,303,278,356,399
80,2026-01-05 11:16:00,car,0.595516562461853,204,59,224,84
80,2026-01-05 11:16:00,car,0.5714366436004639,150,141,185,186
81,2026-01-05 11:16:00,car,0.6573580503463745,148,144,184,190
81,2026-01-05 11:16:00,car,0.6291710138320923,141,58,163,85
81,2026-01-05 11:16:00,car,0.5609729886054993,204,59,224,85
81,2026-01-05 11:16:00,car,0.5288927555084229,303,280,357,400
82,2026-01-05 11:16:00,car,0.6293309926986694,141,57,163,85
82,2026-01-05 11:16:00,car,0.5238837599754333,205,60,225,87
83,2026-01-05 11:16:00,car,0.6161114573478699,141,57,163,85
83,2026-01-05 11:16:00,car,0.5710641741752625,205,62,225,88
84,2026-01-05 11:16:00,car,0.6413846611976624,141,57,163,85
84,2026-01-05 11:16:00,car,0.6274296045303345,204,63,225,89
85,2026-01-05 11:16:01,car,0.6417184472084045,141,57,163,85
85,2026-01-05 11:16:01,car,0.568500816822052,204,64,224,91
86,2026-01-05 11:16:01,car,0.636117696762085,141,57,163,85
87,2026-01-05 11:16:01,car,0.6348811388015747,141,57,163,86
88,2026-01-05 11:16:01,car,0.611516535282135,141,57,163,86
89,2026-01-05 11:16:01,car,0.6188864707946777,142,57,163,86
90,2026-01-05 11:16:01,car,0.5989058017730713,142,58,163,86
90,2026-01-05 11:16:01,car,0.5220108032226562,123,187,163,246
91,2026-01-05 11:16:01,car,0.5770086646080017,141,58,163,86
91,2026-01-05 11:16:01,car,0.5384935736656189,119,188,169,252
92,2026-01-05 11:16:01,car,0.6020373702049255,204,74,225,102
92,2026-01-05 11:16:01,car,0.5917006731033325,142,59,163,86
92,2026-01-05 11:16:01,car,0.5013399124145508,115,192,168,260
93,2026-01-05 11:16:01,car,0.6325305104255676,142,58,163,86
94,2026-01-05 11:16:01,car,0.6124730706214905,142,59,163,86
94,2026-01-05 11:16:01,car,0.555698573589325,205,76,225,106
95,2026-01-05 11:16:01,car,0.6013513207435608,142,59,163,86
95,2026-01-05 11:16:01,car,0.5478786826133728,305,313,364,463
96,2026-01-05 11:16:02,car,0.608005166053772,142,59,163,86
96,2026-01-05 11:16:02,car,0.5724380016326904,204,80,226,110
97,2026-01-05 11:16:02,car,0.6050809025764465,142,59,163,86
97,2026-01-05 11:16:02,car,0.5509347319602966,91,224,155,305
98,2026-01-05 11:16:02,car,0.595737874507904,142,59,163,86
98,2026-01-05 11:16:02,car,0.5717018246650696,202,83,226,113
99,2026-01-05 11:16:02,car,0.5982023477554321,203,84,225,115
99,2026-01-05 11:16:02,car,0.5949662923812866,305,328,364,477
99,2026-01-05 11:16:02,car,0.5825512409210205,142,59,163,86
100,2026-01-05 11:16:02,car,0.6033790111541748,142,58,164,87
100,2026-01-05 11:16:02,car,0.5229452252388,307,331,365,478
100,2026-01-05 11:16:02,car,0.5091810822486877,203,86,226,118
101,2026-01-05 11:16:02,car,0.6132526993751526,142,58,164,86
101,2026-01-05 11:16:02,car,0.5668006539344788,65,252,140,351
101,2026-01-05 11:16:02,car,0.501053512096405,308,334,365,479
102,2026-01-05 11:16:02,car,0.6725539565086365,58,262,137,365
102,2026-01-05 11:16:02,car,0.6203376054763794,142,58,164,86
102,2026-01-05 11:16:02,car,0.5525447726249695,309,338,365,480
103,2026-01-05 11:16:02,car,0.6423914432525635,142,58,164,86
103,2026-01-05 11:16:02,car,0.5892089009284973,49,271,131,378
104,2026-01-05 11:16:02,car,0.639948844909668,142,58,164,86
104,2026-01-05 11:16:02,car,0.5471147894859314,40,279,128,392
105,2026-01-05 11:16:02,car,0.640716552734375,31,290,122,408
105,2026-01-05 11:16:02,car,0.6374077796936035,142,58,164,87
106,2026-01-05 11:16:03,car,0.6322310566902161,143,58,163,87
106,2026-01-05 11:16:03,car,0.6153213977813721,22,300,116,425
107,2026-01-05 11:16:03,car,0.658821165561676,142,58,164,87
107,2026-01-05 11:16:03,car,0.6036077737808228,10,312,111,443
107,2026-01-05 11:16:03,car,0.587532639503479,202,99,225,134
108,2026-01-05 11:16:03,car,0.6559147834777832,142,58,164,87
109,2026-01-05 11:16:03,car,0.6236027479171753,143,59,163,87
109,2026-01-05 11:16:03,car,0.5474153757095337,0,335,98,479
110,2026-01-05 11:16:03,car,0.646976888179779,142,59,163,88
110,2026-01-05 11:16:03,car,0.5994170308113098,202,105,226,141
111,2026-01-05 11:16:03,car,0.6845923662185669,142,59,163,88
112,2026-01-05 11:16:03,car,0.7298480272293091,143,59,163,88
113,2026-01-05 11:16:03,car,0.7257699966430664,143,59,163,88
113,2026-01-05 11:16:03,car,0.5251770615577698,201,112,225,149
114,2026-01-05 11:16:03,car,0.7472682595252991,143,59,163,88
115,2026-01-05 11:16:03,car,0.7497171759605408,143,59,163,88
116,2026-01-05 11:16:03,car,0.7401841878890991,143,59,163,88
116,2026-01-05 11:16:03,car,0.5006667375564575,292,215,333,300
117,2026-01-05 11:16:04,car,0.7405619621276855,143,60,163,88
118,2026-01-05 11:16:04,car,0.7431410551071167,143,61,163,88
119,2026-01-05 11:16:04,car,0.7456206679344177,143,61,163,88
120,2026-01-05 11:16:04,car,0.7336832284927368,143,61,163,88
121,2026-01-05 11:16:04,car,0.7161830067634583,143,61,163,88
121,2026-01-05 11:16:04,car,0.5038376450538635,226,18,240,31
121,2026-01-05 11:16:04,car,0.5007385015487671,292,224,334,313
122,2026-01-05 11:16:04,car,0.7011839151382446,142,61,163,88
122,2026-01-05 11:16:04,car,0.6132349967956543,292,225,335,316
122,2026-01-05 11:16:04,car,0.5742162466049194,226,19,240,32
123,2026-01-05 11:16:04,car,0.709409773349762,143,61,163,88
123,2026-01-05 11:16:04,car,0.549113392829895,291,227,335,318
123,2026-01-05 11:16:04,car,0.5384058952331543,227,21,240,33
124,2026-01-05 11:16:04,car,0.7100573182106018,143,61,163,88
124,2026-01-05 11:16:04,car,0.5194550156593323,291,228,336,320
125,2026-01-05 11:16:04,car,0.7125564813613892,143,61,163,88
125,2026-01-05 11:16:04,car,0.573197603225708,291,230,336,324
125,2026-01-05 11:16:04,car,0.5058676600456238,227,21,240,34
126,2026-01-05 11:16:04,car,0.7074445486068726,143,62,163,88
126,2026-01-05 11:16:04,car,0.6354213953018188,292,233,335,327
127,2026-01-05 11:16:04,car,0.7182146310806274,143,61,163,88
127,2026-01-05 11:16:04,car,0.6398797631263733,292,236,336,330
128,2026-01-05 11:16:05,car,0.7085351347923279,143,61,163,88
128,2026-01-05 11:16:05,car,0.6654781103134155,292,237,336,333
129,2026-01-05 11:16:05,car,0.7064372897148132,143,61,163,88
129,2026-01-05 11:16:05,car,0.6080543398857117,292,240,336,336
129,2026-01-05 11:16:05,car,0.5830729007720947,229,23,242,38
129,2026-01-05 11:16:05,car,0.5479581356048584,203,23,217,39
130,2026-01-05 11:16:05,car,0.7148506045341492,143,61,163,88
130,2026-01-05 11:16:05,car,0.6879944205284119,229,23,242,38
130,2026-01-05 11:16:05,car,0.666806697845459,292,241,336,341
